id,user_id,video_id,channel_id,lang_id,duration,title,description,file_url,dash_url,hls_url,c_status,visibility,views_count,likes_count,dislikes_count,comments_count,vdc_id,content_id,categories_id,allow_comments,allow_subtitles,made_for_kids,status,smart_link_id,scheduled_at,is_deleted,created_at,modified_at,unpublished_at
77,6073b8d5-a550-4505-8b70-e78232d405d6,74454822-2267-463e-b142-2d81ecfa8422,5f5e9589-dabc-476d-8660-6e40379ad05a,5,174,mid air save,mid air save,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4584370/1761506297_6978719351597911/video_00cec4a334c310d4_1761505335.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4584370/1761506297_8542479610188610/video_00cec4a334c310d4_1761505335.m3u8,0,0,7,1,1,0,4584370_0_7834290563906628,4584370_1761506297_7806742817434208,6,0,0,0,0,,,0,2025-10-26 19:21:42,2025-11-19 07:59:00,
78,a78eeba5-1ca6-418d-be3c-c656ebf25c14,f285879d-0355-40eb-be50-447ffb6e0278,ab007cb4-51a3-4994-8e83-402e338b39be,0,9,Cat,Cat,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4584374/1761508937_8265482175522851/video_a016a706fb5fbd2d_1761508828.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4584374/1761508937_1083022563970160/video_a016a706fb5fbd2d_1761508828.m3u8,0,0,91,2,2,0,4584374_0_2768222750314309,4584374_1761508937_9435995951555015,0,0,0,0,0,,,0,2025-10-26 20:02:36,2025-12-03 05:54:00,
81,6073b8d5-a550-4505-8b70-e78232d405d6,72afe8d2-9890-4cd4-9186-a79ff6c3150d,5f5e9589-dabc-476d-8660-6e40379ad05a,0,111,Bugatti Chiron,Bugatti Chiron,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4584559/1761543729_9014423730092029/video_1587b459516af5b6_1761543159.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4584559/1761543729_3250583590204485/video_1587b459516af5b6_1761543159.m3u8,0,0,20,3,1,0,4584559_0_1299717304896824,4584559_1761543729_9723803784613899,6,0,0,0,0,,,0,2025-10-27 05:44:07,2025-12-03 05:39:00,
95,a78eeba5-1ca6-418d-be3c-c656ebf25c14,ae796dfc-c300-46e4-ac70-71dd2ca564cd,ab007cb4-51a3-4994-8e83-402e338b39be,0,30,Aarti,Aarti,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4588511/1761845592_6267797706526643/video_9959ef0084637a98_1761845243.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4588511/1761845592_3823726979993171/video_9959ef0084637a98_1761845243.m3u8,0,0,57,1,1,0,4588511_0_3195719686358819,4588511_1761845592_8314414854311505,0,0,0,0,0,VI8355vo,,0,2025-10-30 17:33:44,2025-12-03 08:31:00,
96,a78eeba5-1ca6-418d-be3c-c656ebf25c14,98d336cf-a55e-45b9-9864-ac83420f78fa,ab007cb4-51a3-4994-8e83-402e338b39be,0,11,Dog,Dog,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4588533/1761851171_2371907853044117/video_a48d394de2d1e2e8_1761848422.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4588533/1761851171_5691395767610198/video_a48d394de2d1e2e8_1761848422.m3u8,0,0,16,0,0,0,4588533_0_1886082024259837,4588533_1761851171_5333855973799157,0,0,0,0,0,VI837Rc0,,0,2025-10-30 19:06:35,2025-12-02 14:08:00,
100,68f52020-346c-4ae3-b4af-81dc6f9b717b,1a1ca2ed-ebc9-42b8-967b-4b4e568ab095,f4891956-763a-4f7b-85a0-77f6af241b7c,17,31,test video as draft,fbdskjanl/m,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4588868/1761894251_2529933696674780/video_13814ad5fbd52ec0_1761894085.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4588868/1761894251_2341544372834882/video_13814ad5fbd52ec0_1761894085.m3u8,0,0,35,0,0,0,4588868_0_5334922494674025,4588868_1761894251_7488068332433953,0,0,0,0,0,VI859i9S,,0,2025-10-31 07:04:46,2025-12-02 07:27:00,
101,68f52020-346c-4ae3-b4af-81dc6f9b717b,a98d4dd8-4718-4ebf-a76b-05926fbc21b1,f4891956-763a-4f7b-85a0-77f6af241b7c,0,300,Approved video should be clickable,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4588864/1761894046_6659742374872511/video_5e2430c7934aa34d_1761893673.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4588864/1761894046_8798756382390656/video_5e2430c7934aa34d_1761893673.m3u8,0,0,87,0,1,0,4588864_0_4375521035622177,4588864_1761894046_5485731039292715,0,0,0,0,0,VI855Bxb,,0,2025-10-31 07:05:52,2025-11-28 07:48:00,
105,68f52020-346c-4ae3-b4af-81dc6f9b717b,88739761-2a7a-4499-a143-ec40b76c1a50,f4891956-763a-4f7b-85a0-77f6af241b7c,0,31,test upload,test upload,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4589352/1761913861_9424097014953905/video_17dd2917a246e41b_1761913777.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4589352/1761913861_6130744401593931/video_17dd2917a246e41b_1761913777.m3u8,0,0,15,0,0,0,4589352_0_3755717098286283,4589352_1761913861_1091230508313951,0,0,0,0,0,VI913Z1E,,0,2025-10-31 13:48:53,2025-12-04 13:01:00,
109,fe65118d-be1f-430d-a266-1557af94c031,698096cb-fa42-400a-8582-39e518584a8d,4fd39299-dc5c-45c6-91cd-8bdbfa32cba1,0,300,Apradhi Kaun Ep01,description,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4590855/1762158022_5568742348806242/video_cc8ffcda2d9a176e_1762157354.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4590855/1762158022_6197400380503393/video_cc8ffcda2d9a176e_1762157354.m3u8,0,0,2,0,0,0,4590855_0_3981051059507805,4590855_1762158022_2484162129809443,0,0,0,1,0,VI939EQ4,,0,2025-11-03 08:25:57,2025-11-13 11:39:00,
110,fe65118d-be1f-430d-a266-1557af94c031,6070b5b8-a45f-4d5d-953f-fe09b2bc1833,4fd39299-dc5c-45c6-91cd-8bdbfa32cba1,5,300,Apradhi Kaun Ep02,description,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4590949/1762163509_6905478322250080/video_010af47af80a0a31_1762162666.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4590949/1762163509_2774706323939259/video_010af47af80a0a31_1762162666.m3u8,0,0,80,4,1,0,4590949_0_8512406305368634,4590949_1762163509_8132312885054256,0,0,0,1,0,VI944Rge,,0,2025-11-03 09:57:14,2025-11-25 11:17:00,
119,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,85dce488-7ca0-4576-bd8a-dbf0040da5bc,0f1f05f1-99eb-4089-a3b2-d0215018db67,30,26,"Flowers, Rivers and Maountains","Nature is the most beautiful gift of God to all living beings It includes trees, rivers, mountains, air, and animals  everything that makes the Earth a wonderful place to live Nature gives us food to eat, air to breathe, and water to drink We should love and protect nature because our life depends on it",,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4592686/1762320175_8258219191015829/video_d1b511157b19b52f_1762316449.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4592686/1762320175_7305270077063321/video_d1b511157b19b52f_1762316449.m3u8,0,0,5,1,0,0,4592686_0_6696031372213597,4592686_1762320175_4294663570178500,0,0,0,1,0,VI1022djx,,0,2025-11-05 05:23:47,2025-11-06 08:13:00,
122,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,c130d8b6-1d99-4a85-9818-c4376d755bf3,0f1f05f1-99eb-4089-a3b2-d0215018db67,31,5,The Final Clash  An Epic Fight for Glory,"Two forces collide in a battle beyond limits Every strike, every roar, every moment burns with fury and power This isnt just a fight  its destiny unfolding in the heart of chaos Witness an epic showdown where only the strongest will rise",,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594127/1762422489_1614040979073400/video_3d66a50db502a3fc_1762421245.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594127/1762422489_8193419191910975/video_3d66a50db502a3fc_1762421245.m3u8,0,0,0,0,0,0,4594127_0_2352875856980598,4594127_1762422490_9721847539192702,0,0,0,0,0,VI1121Z5v,,0,2025-11-06 09:48:27,2025-11-06 09:48:27,
123,fe65118d-be1f-430d-a266-1557af94c031,3d29fe96-f2d6-473f-8393-13de8f1be0fd,4fd39299-dc5c-45c6-91cd-8bdbfa32cba1,0,600,Video with Multiple audio ,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594133/1762422665_4321274443544695/video_031e061bcb2fc176_1762422076.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594133/1762422665_1432785572754115/video_031e061bcb2fc176_1762422076.m3u8,0,0,146,3,2,0,4594133_0_7514622124880108,4594133_1762422665_8248736328776448,0,0,0,1,0,VI11248GO,2025-11-26 16:46:07,0,2025-11-06 09:59:26,2025-12-03 07:37:00,
124,88a8ff8c-1b04-4daa-99ea-81ee0dad5466,bb75f218-b107-45c3-b9dd-edc6c45a4960,ae6718b4-ceaa-459b-8d23-cc3d320a9ea6,0,31,jkjk,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594236/1762425296_7657795049672964/video_95e8658f976c8e9e_1762424744.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594236/1762425296_4356670756934995/video_95e8658f976c8e9e_1762424744.m3u8,0,0,22,0,0,0,4594236_0_8397031286979727,4594236_1762425296_4699425808439342,0,0,0,0,0,VI11387Sm,,0,2025-11-06 10:35:55,2025-12-01 12:34:00,
125,88a8ff8c-1b04-4daa-99ea-81ee0dad5466,f7c8a4ad-338f-48a4-a63b-a81c5810a8b6,ae6718b4-ceaa-459b-8d23-cc3d320a9ea6,0,31,mnmmn,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594237/1762425322_9567582690400158/video_0545a45510df45b8_1762424235.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594237/1762425322_1303907693498238/video_0545a45510df45b8_1762424235.m3u8,0,0,14,0,0,0,4594237_0_7856091966691164,4594237_1762425322_6203829599471754,0,0,0,0,0,VI1137F16,,0,2025-11-06 10:36:40,2025-12-03 05:47:00,
126,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,85fe805d-3870-4c63-83e9-5eaa4f9b773d,0f1f05f1-99eb-4089-a3b2-d0215018db67,5,30,The Haunted House  Where Shadows Never Sleep,"Step inside the darkness where whispers echo through empty halls Every door creaks, every shadow moves, and every corner hides a secret This cinematic horror experience takes you into a world where the house itself is alive  and its waiting for you No one remembers who built it or who vanished inside But when the lights go out, the walls begin to speak Explore the terrifying mystery of an abandoned house haunted by the past  where every sound tells a story of fear",,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594238/1762425346_6499938118067687/video_523b16ed6c0c96a2_1762425024.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594238/1762425346_4553357208155009/video_523b16ed6c0c96a2_1762425024.m3u8,0,0,10,0,0,0,4594238_0_1844991963662498,4594238_1762425346_9900070938425939,0,0,0,0,0,VI1141BZb,,0,2025-11-06 10:36:49,2025-11-13 14:22:00,
127,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,2d6a95e5-33f8-44aa-911c-108266c326f1,0f1f05f1-99eb-4089-a3b2-d0215018db67,5,1874,Mann Ki Baat,"Mann Ki Baat is a monthly radio programme in which the Prime Minister of India shares his thoughts with the public on various topics of national importance, culture, innovation, and social change",,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594410/1762431600_4754209156330210/video_a605dbe6b0992a3b_1762427117.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594410/1762431600_8546353222208159/video_a605dbe6b0992a3b_1762427117.m3u8,0,0,18,1,0,0,4594410_0_2329552057900599,4594410_1762431600_1990737592287133,0,0,0,0,0,VI11522HO,,0,2025-11-06 12:47:21,2025-12-01 12:49:00,
131,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,2bcf0753-07d6-452e-9480-a6c65cd66420,0f1f05f1-99eb-4089-a3b2-d0215018db67,16,26,Running on Water  Defying the Impossible,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4594966/1762496871_9209558105941552/video_5e2f7a75645f5063_1762425539.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4594966/1762496871_6935499260996701/video_5e2f7a75645f5063_1762425539.m3u8,0,0,12,1,0,0,4594966_0_9243432847288796,4594966_1762496871_6481507042444609,0,0,0,0,0,VI1143zSa,,0,2025-11-07 06:29:02,2025-11-28 08:08:00,
133,d594681a-993a-4866-adb1-7ae492da101d,2aae8acc-4d8f-4ae4-8506-49fd53c82387,8cc726d9-361a-4f09-b580-72531c858056,0,1933,How to Deploy AWS EKS with Terraform - The Simplest Guide to Get Up and Running,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4595245/1762508884_6809048838754464/video_bfdc1814054f8bb7_1762500444.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4595245/1762508884_4698468950873748/video_bfdc1814054f8bb7_1762500444.m3u8,0,0,491,8,4,0,4595245_0_7670617127242169,4595245_1762508884_8450882562410405,0,0,0,0,0,VI1183g1k,,0,2025-11-07 10:04:57,2025-12-03 13:23:00,
135,2cb2a3bf-b7fd-4a11-88e5-d942c47c2876,615b5565-4dd0-4b36-8fd8-0636bd286f33,f4311459-862d-4c2a-99b5-0b8db352a872,0,27,Testing filter,Testing ,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4595361/1762511821_7735704866040139/video_58dfd1be0c7e8cc1_1762511160.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4595361/1762511821_8949430962694010/video_58dfd1be0c7e8cc1_1762511160.m3u8,0,0,0,0,0,0,4595361_0_1447113376607074,4595361_1762511821_3227380164246464,0,0,0,0,0,VI11957L8,,0,2025-11-07 10:37:30,2025-11-07 10:37:30,
137,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,4ab33385-af83-4b8e-83de-71b16059aba6,0f1f05f1-99eb-4089-a3b2-d0215018db67,0,121,We want solution from you,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4597444/1762762278_6411992445797992/video_a3710f83236e8a9e_1762761773.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4597444/1762762278_5788748554490440/video_a3710f83236e8a9e_1762761773.m3u8,0,0,7,0,1,0,4597444_0_1446740314982149,4597444_1762762278_6470140674005335,0,0,0,0,0,VI1254qBh,,0,2025-11-10 08:13:41,2025-11-26 05:13:00,
138,05585d26-bb7b-4ad1-9eaf-a33f31cf3965,9315c0d2-e9c1-495a-a357-da728cb03144,0f1f05f1-99eb-4089-a3b2-d0215018db67,3,7,Cup of Tea,Cup of tea,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4598909/1762858202_9942544904978366/video_4a75ab73fe05bccb_1762857697.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4598909/1762858202_1161957407493532/video_4a75ab73fe05bccb_1762857697.m3u8,0,0,1,0,0,0,4598909_0_5207210639990318,4598909_1762858202_6602377590258220,0,0,0,1,0,VI131642v,,0,2025-11-11 10:50:15,2025-11-28 08:11:00,
139,88a8ff8c-1b04-4daa-99ea-81ee0dad5466,01b31868-73d4-4956-af99-24049dc998bd,ae6718b4-ceaa-459b-8d23-cc3d320a9ea6,5,1,Test111,,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4599688/1762931822_1395331117811004/video_7653413febf39469_1762925683.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4599688/1762931822_7270846163918230/video_7653413febf39469_1762925683.m3u8,0,0,3,0,0,0,4599688_0_2967283980644941,4599688_1762931822_3838087276022701,0,0,0,0,0,VI134133G,,0,2025-11-12 07:17:14,2025-12-01 12:53:00,
140,6073b8d5-a550-4505-8b70-e78232d405d6,0d3f7881-c5bf-477a-9466-12aa54809638,5f5e9589-dabc-476d-8660-6e40379ad05a,0,111,Bugatti Chiron 2,Bugatti Chiron 2 ,,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm/4599711/1762932375_2741806476462630/video_e076aa29b22bd3ae_1762931373.mpd,https://d32o58k1tm1erd.cloudfront.net/file_library/videos/vod_drm_ios/4599711/1762932375_5718175558205383/video_e076aa29b22bd3ae_1762931373.m3u8,0,0,23,0,0,0,4599711_0_2980729312890458,4599711_1762932375_6375541762690986,0,0,0,0,0,VI13474oQ,,0,2025-11-12 07:28:51,2025-12-03 06:33:00,
